"problem_id","problem_summary","target_user","problem_strength_0_10","current_workflow_summary","BEST_NON_AI_SYSTEM","non_ai_strength_0_10","what_non_ai_handles_well","what_non_ai_cannot_reasonably_handle","BEST_MODEL_ENABLED_SYSTEM","model_type_needed","model_indispensable_capability","model_necessity_0_10","AI_classification","product_core_loop","product_loop_strength_0_10","30_second_demo","demo_strength_0_10","practical_value_0_10","evaluation_possible","implementation_risk","high_stakes_dependency","source_strength","reviewer_confidence","decision","decision_reason","algorithm_trap"
"P145","Characterize GHG source/sink uncertainty","climate stakeholders","6","climate stakeholders; gridded and satellite data","Rules, forms, database/search, checklists, audit logs, and where applicable CP-SAT/graph optimization/statistics/signal processing.","8","Known categories, structured records, deterministic constraints, and accountable workflow state.","Open-ended semantic/perceptual cases only; these are not central enough here to justify a model.","No learned model in core system; conventional software is recommended.","none","No learned capability is central; deterministic workflow software is sufficient.","3","NON-AI-BETTER","climate stakeholders -> climate stakeholders; gridded and satellite data -> none interpretation or deterministic decision -> accountable next action -> human feedback/record","5","No convincing model-dependent demo; show the classical workflow instead.","4","6","YES","LOW","NONE","H/M","HIGH","KILL","A strong classical workflow/optimization/rules system addresses the core need without a learned model.","False"
"P146","Make legal-aid intake reachable for language/cognitive access needs","client/intake worker","8","client/intake worker; spoken or online intake data","Rules, forms, database/search, checklists, audit logs, and where applicable CP-SAT/graph optimization/statistics/signal processing.","7","Known categories, structured records, deterministic constraints, and accountable workflow state.","Open-ended semantic/perceptual cases only; these are not central enough here to justify a model.","Hybrid: model handles unstructured interpretation; deterministic workflow verifies, routes, and records the action.","LLM/VLM/document model","WITHOUT THE MODEL, semantic triage or extraction would be slower and less flexible, but structured forms, retrieval, templates, and human review still solve the core need.","6","AI-HELPFUL-BUT-NOT-NECESSARY","client/intake worker -> client/intake worker; spoken or online intake data -> LLM/VLM/document model interpretation or deterministic decision -> accountable next action -> human feedback/record","6","Input arrives -> system identifies the relevant condition -> user sees an accountable next action in context.","6","8","YES","LOW","NONE","H/M","HIGH","BORDERLINE","A model can add meaningful semantic/perceptual interpretation, but non-AI baselines, safety constraints, product scope, or evaluation uncertainty remain material.","False"
"P147","Refer people to the legal provider that actually accepts their case","community referrer","6","community referrer; case facts/location/income","Rules, forms, database/search, checklists, audit logs, and where applicable CP-SAT/graph optimization/statistics/signal processing.","8","Known categories, structured records, deterministic constraints, and accountable workflow state.","Open-ended semantic/perceptual cases only; these are not central enough here to justify a model.","No learned model in core system; conventional software is recommended.","none","No learned capability is central; deterministic workflow software is sufficient.","3","NON-AI-BETTER","community referrer -> community referrer; case facts/location/income -> none interpretation or deterministic decision -> accountable next action -> human feedback/record","5","No convincing model-dependent demo; show the classical workflow instead.","4","6","YES","LOW","NONE","H/M","HIGH","KILL","A strong classical workflow/optimization/rules system addresses the core need without a learned model.","False"
"P148","Keep jurisdiction-specific court forms/procedure current","legal-aid worker","6","legal-aid worker; jurisdiction/case/form","Rules, forms, database/search, checklists, audit logs, and where applicable CP-SAT/graph optimization/statistics/signal processing.","7","Known categories, structured records, deterministic constraints, and accountable workflow state.","Open-ended semantic/perceptual cases only; these are not central enough here to justify a model.","Hybrid: model handles unstructured interpretation; deterministic workflow verifies, routes, and records the action.","LLM/VLM/document model","WITHOUT THE MODEL, semantic triage or extraction would be slower and less flexible, but structured forms, retrieval, templates, and human review still solve the core need.","6","AI-HELPFUL-BUT-NOT-NECESSARY","legal-aid worker -> legal-aid worker; jurisdiction/case/form -> LLM/VLM/document model interpretation or deterministic decision -> accountable next action -> human feedback/record","6","Input arrives -> system identifies the relevant condition -> user sees an accountable next action in context.","5","6","YES","LOW","NONE","H/M","HIGH","KILL","Models may compress unstructured interpretation but a strong source-bound non-AI workflow remains plausible.","False"
"P149","Move self-represented user from legal issue to next filing task","litigant","6","litigant; stage and documents","Rules, forms, database/search, checklists, audit logs, and where applicable CP-SAT/graph optimization/statistics/signal processing.","7","Known categories, structured records, deterministic constraints, and accountable workflow state.","Open-ended semantic/perceptual cases only; these are not central enough here to justify a model.","Hybrid: model handles unstructured interpretation; deterministic workflow verifies, routes, and records the action.","LLM/VLM/document model","WITHOUT THE MODEL, semantic triage or extraction would be slower and less flexible, but structured forms, retrieval, templates, and human review still solve the core need.","6","AI-HELPFUL-BUT-NOT-NECESSARY","litigant -> litigant; stage and documents -> LLM/VLM/document model interpretation or deterministic decision -> accountable next action -> human feedback/record","6","Input arrives -> system identifies the relevant condition -> user sees an accountable next action in context.","5","6","YES","LOW","NONE","H/M","HIGH","KILL","Models may compress unstructured interpretation but a strong source-bound non-AI workflow remains plausible.","False"
"P150","Securely collect legal-aid documents and schedule callbacks","applicant/intake","6","applicant/intake; supporting documents and availability","Rules, forms, database/search, checklists, audit logs, and where applicable CP-SAT/graph optimization/statistics/signal processing.","9","Known categories, structured records, deterministic constraints, and accountable workflow state.","Open-ended semantic/perceptual cases only; these are not central enough here to justify a model.","No learned model in core system; conventional software is recommended.","none","WITHOUT THE MODEL, the core need still works through deterministic rules, search, databases, statistics, graph algorithms, or CP-SAT.","2","NON-AI-BETTER","applicant/intake -> applicant/intake; supporting documents and availability -> none interpretation or deterministic decision -> accountable next action -> human feedback/record","6","No convincing model-dependent demo; show the classical workflow instead.","5","6","YES","LOW","NONE","H/M","HIGH","KILL","ALGORITHM_TRAP: classical systems directly solve the stated decision/workflow.","True"
"P151","Turn community-paralegal cases into privacy-aware program learning","NGO/paralegal","6","NGO/paralegal; case trajectory/outcome data","Rules, forms, database/search, checklists, audit logs, and where applicable CP-SAT/graph optimization/statistics/signal processing.","8","Known categories, structured records, deterministic constraints, and accountable workflow state.","Open-ended semantic/perceptual cases only; these are not central enough here to justify a model.","No learned model in core system; conventional software is recommended.","none","No learned capability is central; deterministic workflow software is sufficient.","3","NON-AI-BETTER","NGO/paralegal -> NGO/paralegal; case trajectory/outcome data -> none interpretation or deterministic decision -> accountable next action -> human feedback/record","5","No convincing model-dependent demo; show the classical workflow instead.","4","6","YES","LOW","NONE","H/M","HIGH","KILL","A strong classical workflow/optimization/rules system addresses the core need without a learned model.","False"
"P152","Process uncatalogued archival collections into discoverable records","archivist/researcher","7","archivist/researcher; item text/image/context","Constrained capture guidance, classical CV/signal processing, templates, thresholds, and human review.","5","Known categories, structured records, deterministic constraints, and accountable workflow state.","Generalize robustly across unconstrained, variable, semantic input without extensive hand-coded rules or manual review.","Hybrid: model handles unstructured interpretation; deterministic workflow verifies, routes, and records the action.","CV/audio/speech/HTR","WITHOUT THE MODEL, robust semantic interpretation of variable real-world unstructured input would collapse into brittle templates, thresholds, or manual review.","9","AI-NATIVE","archivist/researcher -> archivist/researcher; item text/image/context -> CV/audio/speech/HTR interpretation or deterministic decision -> accountable next action -> human feedback/record","8","Input arrives -> system identifies the relevant condition -> user sees an accountable next action in context.","8","6","YES","MEDIUM","NONE","H/M","MEDIUM","SURVIVE","Survives the adversary: a learned model is central to interpreting variable real-world unstructured input, while the product loop ends in a reviewable action.","False"
"P153","Catalog non-Latin-script resources despite specialist scarcity","cataloger","7","cataloger; text/image/script","Constrained capture guidance, classical CV/signal processing, templates, thresholds, and human review.","5","Known categories, structured records, deterministic constraints, and accountable workflow state.","Generalize robustly across unconstrained, variable, semantic input without extensive hand-coded rules or manual review.","Hybrid: model handles unstructured interpretation; deterministic workflow verifies, routes, and records the action.","CV/audio/speech/HTR","WITHOUT THE MODEL, robust semantic interpretation of variable real-world unstructured input would collapse into brittle templates, thresholds, or manual review.","9","AI-NATIVE","cataloger -> cataloger; text/image/script -> CV/audio/speech/HTR interpretation or deterministic decision -> accountable next action -> human feedback/record","8","Input arrives -> system identifies the relevant condition -> user sees an accountable next action in context.","8","6","YES","MEDIUM","NONE","H/M","MEDIUM","SURVIVE","Survives the adversary: a learned model is central to interpreting variable real-world unstructured input, while the product loop ends in a reviewable action.","False"
"P154","Flag harmful/inaccurate/personal legacy heritage metadata","GLAM staff","6","GLAM staff; historical records and standards","Rules, forms, database/search, checklists, audit logs, and where applicable CP-SAT/graph optimization/statistics/signal processing.","7","Known categories, structured records, deterministic constraints, and accountable workflow state.","Open-ended semantic/perceptual cases only; these are not central enough here to justify a model.","Hybrid: model handles unstructured interpretation; deterministic workflow verifies, routes, and records the action.","LLM/VLM/document model","WITHOUT THE MODEL, semantic triage or extraction would be slower and less flexible, but structured forms, retrieval, templates, and human review still solve the core need.","6","AI-HELPFUL-BUT-NOT-NECESSARY","GLAM staff -> GLAM staff; historical records and standards -> LLM/VLM/document model interpretation or deterministic decision -> accountable next action -> human feedback/record","6","Input arrives -> system identifies the relevant condition -> user sees an accountable next action in context.","6","6","YES","LOW","NONE","H/M","HIGH","BORDERLINE","A model can add meaningful semantic/perceptual interpretation, but non-AI baselines, safety constraints, product scope, or evaluation uncertainty remain material.","False"
"P155","Plan viable digitization before scanning","library/heritage partner","6","library/heritage partner; condition, rights, metadata","Rules, forms, database/search, checklists, audit logs, and where applicable CP-SAT/graph optimization/statistics/signal processing.","7","Known categories, structured records, deterministic constraints, and accountable workflow state.","Open-ended semantic/perceptual cases only; these are not central enough here to justify a model.","Hybrid: model handles unstructured interpretation; deterministic workflow verifies, routes, and records the action.","LLM/VLM/document model","WITHOUT THE MODEL, semantic triage or extraction would be slower and less flexible, but structured forms, retrieval, templates, and human review still solve the core need.","6","AI-HELPFUL-BUT-NOT-NECESSARY","library/heritage partner -> library/heritage partner; condition, rights, metadata -> LLM/VLM/document model interpretation or deterministic decision -> accountable next action -> human feedback/record","6","Input arrives -> system identifies the relevant condition -> user sees an accountable next action in context.","5","6","YES","LOW","NONE","H/M","HIGH","KILL","Models may compress unstructured interpretation but a strong source-bound non-AI workflow remains plausible.","False"
"P156","Estimate/archive-process backlogs without inaccessible collections","archivist","8","archivist; collection size/condition/metadata","Rules, forms, database/search, checklists, audit logs, and where applicable CP-SAT/graph optimization/statistics/signal processing.","7","Known categories, structured records, deterministic constraints, and accountable workflow state.","Open-ended semantic/perceptual cases only; these are not central enough here to justify a model.","Hybrid: model handles unstructured interpretation; deterministic workflow verifies, routes, and records the action.","LLM/VLM/document model","WITHOUT THE MODEL, semantic triage or extraction would be slower and less flexible, but structured forms, retrieval, templates, and human review still solve the core need.","6","AI-HELPFUL-BUT-NOT-NECESSARY","archivist -> archivist; collection size/condition/metadata -> LLM/VLM/document model interpretation or deterministic decision -> accountable next action -> human feedback/record","6","Input arrives -> system identifies the relevant condition -> user sees an accountable next action in context.","5","8","YES","LOW","NONE","H/M","HIGH","KILL","Models may compress unstructured interpretation but a strong source-bound non-AI workflow remains plausible.","False"
"P157","Find defensibly responsive records for FOIA","FOIA staff","8","FOIA staff; request, repositories, access constraints","Rules, forms, database/search, checklists, audit logs, and where applicable CP-SAT/graph optimization/statistics/signal processing.","7","Known categories, structured records, deterministic constraints, and accountable workflow state.","Open-ended semantic/perceptual cases only; these are not central enough here to justify a model.","Hybrid: model handles unstructured interpretation; deterministic workflow verifies, routes, and records the action.","LLM/VLM/document model","WITHOUT THE MODEL, semantic triage or extraction would be slower and less flexible, but structured forms, retrieval, templates, and human review still solve the core need.","6","AI-HELPFUL-BUT-NOT-NECESSARY","FOIA staff -> FOIA staff; request, repositories, access constraints -> LLM/VLM/document model interpretation or deterministic decision -> accountable next action -> human feedback/record","6","Input arrives -> system identifies the relevant condition -> user sees an accountable next action in context.","6","8","YES","LOW","NONE","H/M","HIGH","BORDERLINE","A model can add meaningful semantic/perceptual interpretation, but non-AI baselines, safety constraints, product scope, or evaluation uncertainty remain material.","False"
"P158","Capture construction incidents/near misses across subcontractors","site manager","6","site manager; reports/photos/task data","Constrained capture guidance, classical CV/signal processing, templates, thresholds, and human review.","5","Known categories, structured records, deterministic constraints, and accountable workflow state.","Generalize robustly across unconstrained, variable, semantic input without extensive hand-coded rules or manual review.","Hybrid: model handles unstructured interpretation; deterministic workflow verifies, routes, and records the action.","CV/audio/speech/HTR","WITHOUT THE MODEL, robust semantic interpretation of variable real-world unstructured input would collapse into brittle templates, thresholds, or manual review.","8","AI-NATIVE","site manager -> site manager; reports/photos/task data -> CV/audio/speech/HTR interpretation or deterministic decision -> accountable next action -> human feedback/record","8","Input arrives -> system identifies the relevant condition -> user sees an accountable next action in context.","8","6","YES","MEDIUM","NONE","H/M","MEDIUM","BORDERLINE","A model can add meaningful semantic/perceptual interpretation, but non-AI baselines, safety constraints, product scope, or evaluation uncertainty remain material.","False"
"P159","Track building-safety remediation evidence and blockers","owner/regulator","8","owner/regulator; inspection/status/dependency records","Rules, forms, database/search, checklists, audit logs, and where applicable CP-SAT/graph optimization/statistics/signal processing.","9","Known categories, structured records, deterministic constraints, and accountable workflow state.","Open-ended semantic/perceptual cases only; these are not central enough here to justify a model.","No learned model in core system; conventional software is recommended.","none","WITHOUT THE MODEL, the core need still works through deterministic rules, search, databases, statistics, graph algorithms, or CP-SAT.","2","NON-AI-BETTER","owner/regulator -> owner/regulator; inspection/status/dependency records -> none interpretation or deterministic decision -> accountable next action -> human feedback/record","5","No convincing model-dependent demo; show the classical workflow instead.","4","8","YES","LOW","NONE","H/M","HIGH","KILL","ALGORITHM_TRAP: classical systems directly solve the stated decision/workflow.","True"
"P160","Reconcile shelter intake, placement, transfer and time in care","shelter manager","6","shelter manager; animal and outcome records","Rules, forms, database/search, checklists, audit logs, and where applicable CP-SAT/graph optimization/statistics/signal processing.","9","Known categories, structured records, deterministic constraints, and accountable workflow state.","Open-ended semantic/perceptual cases only; these are not central enough here to justify a model.","No learned model in core system; conventional software is recommended.","none","WITHOUT THE MODEL, the core need still works through deterministic rules, search, databases, statistics, graph algorithms, or CP-SAT.","2","NON-AI-BETTER","shelter manager -> shelter manager; animal and outcome records -> none interpretation or deterministic decision -> accountable next action -> human feedback/record","5","No convincing model-dependent demo; show the classical workflow instead.","4","6","YES","LOW","HUMAN-IN-LOOP","H/M","HIGH","KILL","ALGORITHM_TRAP: classical systems directly solve the stated decision/workflow.","True"
"P161","Maintain species-inclusive shelter data definitions","multi-species shelter","6","multi-species shelter; intake/outcome records","Constrained capture guidance, classical CV/signal processing, templates, thresholds, and human review.","5","Known categories, structured records, deterministic constraints, and accountable workflow state.","Generalize robustly across unconstrained, variable, semantic input without extensive hand-coded rules or manual review.","Hybrid: model handles unstructured interpretation; deterministic workflow verifies, routes, and records the action.","CV/audio/speech/HTR","WITHOUT THE MODEL, robust semantic interpretation of variable real-world unstructured input would collapse into brittle templates, thresholds, or manual review.","4","AI-HELPFUL-BUT-NOT-NECESSARY","multi-species shelter -> multi-species shelter; intake/outcome records -> CV/audio/speech/HTR interpretation or deterministic decision -> accountable next action -> human feedback/record","8","Input arrives -> system identifies the relevant condition -> user sees an accountable next action in context.","8","6","YES","MEDIUM","NONE","H/M","MEDIUM","KILL","The core action depends on interpreting variable unstructured input that fixed rules cannot cover reliably.","False"
"P162","Separate animal-control case records from welfare/adoption records","staff","6","staff; enforcement and care histories","Rules, forms, database/search, checklists, audit logs, and where applicable CP-SAT/graph optimization/statistics/signal processing.","8","Known categories, structured records, deterministic constraints, and accountable workflow state.","Open-ended semantic/perceptual cases only; these are not central enough here to justify a model.","No learned model in core system; conventional software is recommended.","none","No learned capability is central; deterministic workflow software is sufficient.","3","NON-AI-BETTER","staff -> staff; enforcement and care histories -> none interpretation or deterministic decision -> accountable next action -> human feedback/record","5","No convincing model-dependent demo; show the classical workflow instead.","4","6","YES","LOW","HUMAN-IN-LOOP","H/M","HIGH","KILL","A strong classical workflow/optimization/rules system addresses the core need without a learned model.","False"
"P163","Reduce veterinary nonclinical back-office burden","clinic owner","6","clinic owner; administrative workflow records","Rules, forms, database/search, checklists, audit logs, and where applicable CP-SAT/graph optimization/statistics/signal processing.","9","Known categories, structured records, deterministic constraints, and accountable workflow state.","Open-ended semantic/perceptual cases only; these are not central enough here to justify a model.","No learned model in core system; conventional software is recommended.","none","WITHOUT THE MODEL, the core need still works through deterministic rules, search, databases, statistics, graph algorithms, or CP-SAT.","2","NON-AI-BETTER","clinic owner -> clinic owner; administrative workflow records -> none interpretation or deterministic decision -> accountable next action -> human feedback/record","5","No convincing model-dependent demo; show the classical workflow instead.","4","6","PARTIAL","HIGH","REGULATED","H/M","HIGH","KILL","ALGORITHM_TRAP: classical systems directly solve the stated decision/workflow. High-consequence setting requires human accountable review and safety validation.","True"
"P164","Close food-service critical violations with evidence","operator/inspector","6","operator/inspector; inspection and corrective-action records","Rules, forms, database/search, checklists, audit logs, and where applicable CP-SAT/graph optimization/statistics/signal processing.","8","Known categories, structured records, deterministic constraints, and accountable workflow state.","Open-ended semantic/perceptual cases only; these are not central enough here to justify a model.","No learned model in core system; conventional software is recommended.","none","No learned capability is central; deterministic workflow software is sufficient.","3","NON-AI-BETTER","operator/inspector -> operator/inspector; inspection and corrective-action records -> none interpretation or deterministic decision -> accountable next action -> human feedback/record","5","No convincing model-dependent demo; show the classical workflow instead.","4","6","YES","LOW","NONE","H/M","HIGH","KILL","A strong classical workflow/optimization/rules system addresses the core need without a learned model.","False"
"P165","Observe food-handler risk factors consistently","supervisors/inspectors","6","supervisors/inspectors; behavior observations","Rules, forms, database/search, checklists, audit logs, and where applicable CP-SAT/graph optimization/statistics/signal processing.","8","Known categories, structured records, deterministic constraints, and accountable workflow state.","Open-ended semantic/perceptual cases only; these are not central enough here to justify a model.","No learned model in core system; conventional software is recommended.","none","No learned capability is central; deterministic workflow software is sufficient.","5","AI-HELPFUL-BUT-NOT-NECESSARY","supervisors/inspectors -> supervisors/inspectors; behavior observations -> none interpretation or deterministic decision -> accountable next action -> human feedback/record","6","No convincing model-dependent demo; show the classical workflow instead.","6","6","YES","LOW","NONE","H/M","HIGH","BORDERLINE","A model can add meaningful semantic/perceptual interpretation, but non-AI baselines, safety constraints, product scope, or evaluation uncertainty remain material.","False"
"P166","Operate compliant mobile/temporary food service","mobile operator","6","mobile operator; location/process compliance context","Rules, forms, database/search, checklists, audit logs, and where applicable CP-SAT/graph optimization/statistics/signal processing.","9","Known categories, structured records, deterministic constraints, and accountable workflow state.","Open-ended semantic/perceptual cases only; these are not central enough here to justify a model.","No learned model in core system; conventional software is recommended.","none","WITHOUT THE MODEL, the core need still works through deterministic rules, search, databases, statistics, graph algorithms, or CP-SAT.","2","NON-AI-BETTER","mobile operator -> mobile operator; location/process compliance context -> none interpretation or deterministic decision -> accountable next action -> human feedback/record","5","No convincing model-dependent demo; show the classical workflow instead.","4","6","YES","LOW","NONE","H/M","HIGH","KILL","ALGORITHM_TRAP: classical systems directly solve the stated decision/workflow.","True"
"P167","Understand inspection records without treating one snapshot as a verdict","public/operator","6","public/operator; historical PDF/HTML reports","Rules, forms, database/search, checklists, audit logs, and where applicable CP-SAT/graph optimization/statistics/signal processing.","8","Known categories, structured records, deterministic constraints, and accountable workflow state.","Open-ended semantic/perceptual cases only; these are not central enough here to justify a model.","No learned model in core system; conventional software is recommended.","none","No learned capability is central; deterministic workflow software is sufficient.","3","NON-AI-BETTER","public/operator -> public/operator; historical PDF/HTML reports -> none interpretation or deterministic decision -> accountable next action -> human feedback/record","5","No convincing model-dependent demo; show the classical workflow instead.","4","6","YES","LOW","NONE","H/M","HIGH","KILL","A strong classical workflow/optimization/rules system addresses the core need without a learned model.","False"
"P168","Coordinate micro-merchant payment acceptance across a two-sided market","merchants/customers/suppliers","6","merchants/customers/suppliers; transaction/channel data","Rules, forms, database/search, checklists, audit logs, and where applicable CP-SAT/graph optimization/statistics/signal processing.","9","Known categories, structured records, deterministic constraints, and accountable workflow state.","Open-ended semantic/perceptual cases only; these are not central enough here to justify a model.","No learned model in core system; conventional software is recommended.","none","WITHOUT THE MODEL, the core need still works through deterministic rules, search, databases, statistics, graph algorithms, or CP-SAT.","2","NON-AI-BETTER","merchants/customers/suppliers -> merchants/customers/suppliers; transaction/channel data -> none interpretation or deterministic decision -> accountable next action -> human feedback/record","5","No convincing model-dependent demo; show the classical workflow instead.","4","6","YES","LOW","NONE","H/M","HIGH","KILL","ALGORITHM_TRAP: classical systems directly solve the stated decision/workflow.","True"
"P169","Capture rural e-commerce orders without displacing trusted channels","rural merchants","6","rural merchants; phone/WhatsApp orders/connectivity","Rules, forms, database/search, checklists, audit logs, and where applicable CP-SAT/graph optimization/statistics/signal processing.","8","Known categories, structured records, deterministic constraints, and accountable workflow state.","Open-ended semantic/perceptual cases only; these are not central enough here to justify a model.","No learned model in core system; conventional software is recommended.","none","No learned capability is central; deterministic workflow software is sufficient.","3","NON-AI-BETTER","rural merchants -> rural merchants; phone/WhatsApp orders/connectivity -> none interpretation or deterministic decision -> accountable next action -> human feedback/record","5","No convincing model-dependent demo; show the classical workflow instead.","4","6","YES","LOW","NONE","H/M","HIGH","KILL","A strong classical workflow/optimization/rules system addresses the core need without a learned model.","False"
"P170","Handle MSME procurement/market-access qualification paperwork","small firm","8","small firm; eligibility and documents","Rules, forms, database/search, checklists, audit logs, and where applicable CP-SAT/graph optimization/statistics/signal processing.","7","Known categories, structured records, deterministic constraints, and accountable workflow state.","Open-ended semantic/perceptual cases only; these are not central enough here to justify a model.","Hybrid: model handles unstructured interpretation; deterministic workflow verifies, routes, and records the action.","LLM/VLM/document model","WITHOUT THE MODEL, semantic triage or extraction would be slower and less flexible, but structured forms, retrieval, templates, and human review still solve the core need.","6","AI-HELPFUL-BUT-NOT-NECESSARY","small firm -> small firm; eligibility and documents -> LLM/VLM/document model interpretation or deterministic decision -> accountable next action -> human feedback/record","6","Input arrives -> system identifies the relevant condition -> user sees an accountable next action in context.","6","8","YES","LOW","NONE","H/M","HIGH","BORDERLINE","A model can add meaningful semantic/perceptual interpretation, but non-AI baselines, safety constraints, product scope, or evaluation uncertainty remain material.","False"
"P171","Reduce non-actionable ICU alarm burden without hiding true alarms","ICU team","6","ICU team; alarm audio/events","Constrained capture guidance, classical CV/signal processing, templates, thresholds, and human review.","5","Known categories, structured records, deterministic constraints, and accountable workflow state.","Generalize robustly across unconstrained, variable, semantic input without extensive hand-coded rules or manual review.","Hybrid: model handles unstructured interpretation; deterministic workflow verifies, routes, and records the action.","CV/audio/speech/HTR","WITHOUT THE MODEL, robust semantic interpretation of variable real-world unstructured input would collapse into brittle templates, thresholds, or manual review.","8","AI-NATIVE","ICU team -> ICU team; alarm audio/events -> CV/audio/speech/HTR interpretation or deterministic decision -> accountable next action -> human feedback/record","8","Input arrives -> system identifies the relevant condition -> user sees an accountable next action in context.","8","6","YES","HIGH","REGULATED","H/M","MEDIUM","BORDERLINE","A model can add meaningful semantic/perceptual interpretation, but non-AI baselines, safety constraints, product scope, or evaluation uncertainty remain material.","False"
"P172","Balance construction warning audibility with hearing protection","workers","6","workers; environmental sound","Constrained capture guidance, classical CV/signal processing, templates, thresholds, and human review.","5","Known categories, structured records, deterministic constraints, and accountable workflow state.","Generalize robustly across unconstrained, variable, semantic input without extensive hand-coded rules or manual review.","Hybrid: model handles unstructured interpretation; deterministic workflow verifies, routes, and records the action.","CV/audio/speech/HTR","WITHOUT THE MODEL, robust semantic interpretation of variable real-world unstructured input would collapse into brittle templates, thresholds, or manual review.","4","AI-HELPFUL-BUT-NOT-NECESSARY","workers -> workers; environmental sound -> CV/audio/speech/HTR interpretation or deterministic decision -> accountable next action -> human feedback/record","8","Input arrives -> system identifies the relevant condition -> user sees an accountable next action in context.","8","6","YES","MEDIUM","NONE","H/M","MEDIUM","KILL","The core action depends on interpreting variable unstructured input that fixed rules cannot cover reliably.","False"
"P173","Interpret variable pipe acoustics for water-loss investigation","utility operator","7","utility operator; acoustic recordings","Constrained capture guidance, classical CV/signal processing, templates, thresholds, and human review.","5","Known categories, structured records, deterministic constraints, and accountable workflow state.","Generalize robustly across unconstrained, variable, semantic input without extensive hand-coded rules or manual review.","Hybrid: model handles unstructured interpretation; deterministic workflow verifies, routes, and records the action.","CV/audio/speech/HTR","WITHOUT THE MODEL, robust semantic interpretation of variable real-world unstructured input would collapse into brittle templates, thresholds, or manual review.","9","AI-NATIVE","utility operator -> utility operator; acoustic recordings -> CV/audio/speech/HTR interpretation or deterministic decision -> accountable next action -> human feedback/record","8","Input arrives -> system identifies the relevant condition -> user sees an accountable next action in context.","8","6","YES","MEDIUM","NONE","H/M","MEDIUM","SURVIVE","Survives the adversary: a learned model is central to interpreting variable real-world unstructured input, while the product loop ends in a reviewable action.","False"
"P174","Search passive-acoustic archives for calls/noise/events","conservation team","7","conservation team; long audio streams","Constrained capture guidance, classical CV/signal processing, templates, thresholds, and human review.","5","Known categories, structured records, deterministic constraints, and accountable workflow state.","Generalize robustly across unconstrained, variable, semantic input without extensive hand-coded rules or manual review.","Hybrid: model handles unstructured interpretation; deterministic workflow verifies, routes, and records the action.","CV/audio/speech/HTR","WITHOUT THE MODEL, robust semantic interpretation of variable real-world unstructured input would collapse into brittle templates, thresholds, or manual review.","9","AI-NATIVE","conservation team -> conservation team; long audio streams -> CV/audio/speech/HTR interpretation or deterministic decision -> accountable next action -> human feedback/record","8","Input arrives -> system identifies the relevant condition -> user sees an accountable next action in context.","8","6","YES","MEDIUM","NONE","H/M","MEDIUM","SURVIVE","Survives the adversary: a learned model is central to interpreting variable real-world unstructured input, while the product loop ends in a reviewable action.","False"
"P175","Monitor remote forest disturbance with acoustics","ranger partner","7","ranger partner; edge audio/connectivity events","Constrained capture guidance, classical CV/signal processing, templates, thresholds, and human review.","5","Known categories, structured records, deterministic constraints, and accountable workflow state.","Generalize robustly across unconstrained, variable, semantic input without extensive hand-coded rules or manual review.","Hybrid: model handles unstructured interpretation; deterministic workflow verifies, routes, and records the action.","CV/audio/speech/HTR","WITHOUT THE MODEL, robust semantic interpretation of variable real-world unstructured input would collapse into brittle templates, thresholds, or manual review.","9","AI-NATIVE","ranger partner -> ranger partner; edge audio/connectivity events -> CV/audio/speech/HTR interpretation or deterministic decision -> accountable next action -> human feedback/record","8","Input arrives -> system identifies the relevant condition -> user sees an accountable next action in context.","8","6","YES","MEDIUM","NONE","H/M","MEDIUM","SURVIVE","Survives the adversary: a learned model is central to interpreting variable real-world unstructured input, while the product loop ends in a reviewable action.","False"
"P176","Maintain intelligible emergency radio traffic under incident load","incident command","8","incident command; radio audio/timeline","Constrained capture guidance, classical CV/signal processing, templates, thresholds, and human review.","5","Known categories, structured records, deterministic constraints, and accountable workflow state.","Generalize robustly across unconstrained, variable, semantic input without extensive hand-coded rules or manual review.","Hybrid: model handles unstructured interpretation; deterministic workflow verifies, routes, and records the action.","CV/audio/speech/HTR","WITHOUT THE MODEL, robust semantic interpretation of variable real-world unstructured input would collapse into brittle templates, thresholds, or manual review.","8","AI-NATIVE","incident command -> incident command; radio audio/timeline -> CV/audio/speech/HTR interpretation or deterministic decision -> accountable next action -> human feedback/record","8","Input arrives -> system identifies the relevant condition -> user sees an accountable next action in context.","8","8","YES","HIGH","REGULATED","H/M","MEDIUM","BORDERLINE","A model can add meaningful semantic/perceptual interpretation, but non-AI baselines, safety constraints, product scope, or evaluation uncertainty remain material.","False"
