case_id,question_id,distractor,construct,subject,question,correct_answer,student_wrong_answer,ground_truth_id,ground_truth_name,label_frequency,frequency_bucket,candidate_01_id,candidate_01_name,candidate_02_id,candidate_02_name,candidate_03_id,candidate_03_name,candidate_04_id,candidate_04_name,candidate_05_id,candidate_05_name,candidate_06_id,candidate_06_name,candidate_07_id,candidate_07_name,candidate_08_id,candidate_08_name,candidate_09_id,candidate_09_name,candidate_10_id,candidate_10_name,candidate_11_id,candidate_11_name,candidate_12_id,candidate_12_name,candidate_13_id,candidate_13_name,candidate_14_id,candidate_14_name,candidate_15_id,candidate_15_name,candidate_16_id,candidate_16_name,candidate_17_id,candidate_17_name,candidate_18_id,candidate_18_name,candidate_19_id,candidate_19_name,candidate_20_id,candidate_20_name,candidate_21_id,candidate_21_name,candidate_22_id,candidate_22_name,candidate_23_id,candidate_23_name,candidate_24_id,candidate_24_name,candidate_25_id,candidate_25_name
EEDI-011,1041,C,Convert from seconds to hours,Time,How many hours is \( 3600 \) seconds?,\( 1 \),\( 3.6 \),508,Thinks there are 1000 seconds in an hour,1,1 occurrence,1718,Thinks there are 100 seconds in an hour,846,Thinks there are 1000ml in a centilitre,526,Thinks there are 10000mm in a km,508,Thinks there are 1000 seconds in an hour,574,Thinks there are 100mm in a km,963,Thinks there are 50 minutes in 1 hour,2067,Thinks there are 10000ml in a litre,737,Thinks there are 30 minutes in a hour,1491,Thinks there are 100kg in a tonne,1652,Thinks there are 100mm in a centimetre,1120,Thinks there are 100 ml in a litre,387,Thinks there are 100 seconds in a minute,852,Thinks there are 100 mg in a gram,427,Answers as if there are 100 minutes in an hour when writing minutes as decimals,844,Thinks there are 100mm in a metre,2477,Thinks there are 30 seconds in a minute,205,Thinks there are 1000mm in a km,767,Thinks there are 10 minutes in an hour,1870,Thinks there are 10000mm in a metre,2246,Answers as if there are 10 seconds in a minute when changing from seconds to minutes,629,Thinks there are 1000mm in a centimetre,1080,Believes there are 20 minutes in an hour,1013,Answers as if there are 100 minutes in an hour,161,Answers as if there are 100 minutes in an hour when changing from hours to minutes,1466,Thinks there are 100kg in a ton
EEDI-012,1042,C,Solve quadratic equations using factorisation in the form (px + a)(qx + b) ,Quadratic Equations,"Tom and Katie are discussing how to solve this quadratic equation:
\(
(5 x+2)(2 x-5)=0
\)

Tom says one solution is: \( x=\frac{2}{5} \)

Katie says one solution is: \( x=-\frac{5}{2} \)

Who is correct?",Neither is correct,Both Tom and Katie,471,Believes that the solution to ax + b = 0 is x = -a/b,1,1 occurrence,471,Believes that the solution to ax + b = 0 is x = -a/b,1598,Believes the solution to an equation with matching coefficients of variables on both sides will always be 0,1691,Believes the solution of mx + c = 0 is x =0,1994,"When completing the square in the form (x - a)^2 + b, believes b = -a^2 regardless of the original constant",1494,Believes 0 is not a real solution to an equation,771,Believes that the solutions to x<b or x>b also satisfy ax<b or ax>b,130,"Believes that for a line written in the form ax + by = c, a is the gradient",1810,Thinks x = 1 at the x axis,1826,Believes the solution of a quadratic is its turning point,1987,"When completing the square in the form (x - a)^2 + b, believes b = the original constant",994,"When completing the square in the form (x - a)^2 + b, believes b = a^2 + the original constant",244,Believes the solution of mx + c = 0 is x = m,866,Believes that the y intercept is where y = 0,1324,"When solving an equation, believes that when they get to ax = b, b is the solution",2573,Believes the solution to mx + c = a is the y intercept of y = mx +c,1896,"When finding the gradient from the equation of a line in the form ax + by = c, believes b/a is the gradient",898,Thinks x = 0 is the x axis,379,Finds the y intercept when asked to read the solution to a quadratic equation from a graph,1768,Believes the y-intercept of a line is the solution to its equation,57,Believes the solution to mx + c = a is the x intercept of y = mx +c,422,Thinks x = y is an axis,337,Believes the solution of mx + c = a is x =a,2027,Believes that an + b is still a multiple of a,2508,Thinks x = ? is the y axis,1776,Believes they solve mx + c = 0 by substituting in x = 0
EEDI-013,1044,D,Work out the sum of the interior angles in polygons,Angles in Polygons,What do all the interior angles of this shape add up to? ![Irregular hexagon](),\( 720^{\degree} \),Not enough information to work it out,464,Believes that you are unable to calculate the sum of the interior angles of an irregular polygon given the number of sides,1,1 occurrence,2499,Thinks the interior angles of any polygon add up to 180 degrees,654,Believes an interior angle in a regular polygon can be found using 180(n+2)/n,28,Thinks the interior angles of any polygon add up to 360,405,Believes the only way to find the interior angle of a regular polygon is to subtract the exterior angle from 180.,294,Thinks that only the sides need to be equal for a polygon to be regular,841,Does not subtract 2 from the number of sides when finding the sum of interior angles,35,Believes you add 2 instead of subtracting 2 to the numbers of sides when finding total interior angles,464,Believes that you are unable to calculate the sum of the interior angles of an irregular polygon given the number of sides,1106,Divides 360 degrees by sum of sides rather than given amount of angles,873,Believes that we cannot calculate the mean of negative numbers,2343,Believes total frequency in a table is given by the sum of the categories given,2104,Thinks that only the angles need to be the same for a polygon to be regular,1907,Believes an interior angle in a regular polygon can be found using 360 subtract (180 over number of sides),455,Subtracts 1 rather than 2 from the number of sides when finding the sum of interior angles,1550,Believes interior angles are outside a shape,1426,Thinks rule for calculating interior angles only applies to regular polygons,491,Does not know how to calculate the mean,773,Does not understand to find each interior angle of a regular polygon you divide the sum by the number of sides,2341,Does not know how to calculate the sum of interior angles,355,Thinks the interior angle of a regular polygon is 10n,1087,Thinks the interior angles of a polygon add up to 100n,545,"When given the perimeter of a regular polygon, multiplies instead of divides to find each side length",1815,"When given the perimeter of a regular polygon, subtracts instead of divides to find each side length",431,Finds interior angle rather than given angle,1879,Believes midpoint of an interval is used rather than total frequency to calculate the sector angle for a pie chart
EEDI-014,1045,A,Identify questions involving a 2D right-angled triangle that require the use of the Cosine (cos) ratio,Right-angled Triangles (SOHCAHTOA),Which ratio would you use to find the value of \( \theta \) ? ![A right angled triangle with the longest side labelled 10cm. The base of the triangle is 6cm. The angle made between the 6cm and 10cm sides is labelled as θ.](),Cos,Sin,1738,Uses sin when cos is required,1,1 occurrence,822,"When rounding, believes that if the number, after the required degree of accuracy, is a 5 or below you round down",463,Reads the complement of what is required from a pie chart,1302,"In ratio question where the difference between the sides is given, uses that as one part without dividing",1910,Confuses relative frequency and expected frequency,809,Uses cos when tan is required,312,"In ratio question where the difference between the sides is given, uses that as the total for one side instead",1314,Only uses the closest angle to the unknown when using the angles in a straight line relationship,404,Uses cos when sin is required,27,Believes squaring a fraction requires you to double both parts,1274,Subtracts simultaneous equations when addition is required,568,"When solving a problem that requires an inverse operation (e.g. missing number problems), does subtraction when division is required",501,Uses tan when cos is required,533,Does not consider the variable when evaluating an expression that requires substitution.,1738,Uses sin when cos is required,514,Believes 0.5absin(c) requires only three sides (potentially confused with cosine rule),1307,Finds the degrees for 1 person rather than the required number of people for a pie chart sector,1613,Believes constructing a triangle with given SAS requires a compass,1401,Believes the sin graph relates to the cos function,1892,Does not recognise the sin graph,372,"In ratio question where the difference between the sides is given, uses that as the total",1721,Does not recall the steps required to draw an angle,2466,Uses tan when sin is required,1392,Does not include brackets when required,2065,Believes when calculating a probability the denominator will be the total of one of the criteria rather than the overall total that is required (gives a given that answer),718,Uses sin when tan is required
EEDI-015,1046,A,Carry out the first stage in an iteration solution,Trial and Improvement and Iterative Methods,"\(
x_{n+1}=5-\frac{1}{x_{n}}
\)

Using a starting value of \( x_{1}=2 \), what is the value of \( x_{2} \) ?
",\( 4.5 \),\( 2 \),1394,Identifies the first term rather than the next term in a sequence,1,1 occurrence,2317,"When asked for the next term in the sequence subtracts one from the last term given, despite the sequence not going down in ones.",936,Thinks the first term in a sequence is the term before the sequence begins (0th term),2220,Mixes up term in a sequence and position of a term,2376,"When finding the nth term of a linear sequence, thinks the the first term is the coefficient in front of n.",1394,Identifies the first term rather than the next term in a sequence,440,Thinks n=0 for the first term in a sequence,108,Uses only the first two terms of a sequence to work out a term-to-term rule,1631,When asked for a specific term in a sequence gives the term after,713,"When asked for a specific term in a sequence gives a different term, which is not the next",1240,Thinks the first term of a sequence must be 1,834,"When asked for the next term in the sequence adds one to the last term given, despite the sequence not going up in ones.",2284,When asked for a specific term in a sequence just gives the next term,1354,Does not know how to calculate the position of a term in a sequence,672,When asked for a specific term in a sequence gives the next term,52,When asked for a specific term in a sequence gives the term before,1115,Identifies the term-to-term rule rather than the next term in a sequence,215,"When asked for a specific term in a sequence, just gives the position number",1716,Goes the wrong direction in the sequence when identifying term-to-term rule,2475,"When finding the nth term rule for a quadratic sequence, believes they only need to use the first term to calculate the coefficient of n ",210,Thinks the term in a sequence is double the position value,1720,Identifies the term-to-term rule rather than the next term,2472,Does not know how to find the next term in a sequence,845,Believes they can find the nth term based on the first term only,81,Thinks you subtract rather than add when finding the previous term in a descending linear sequence,220,Only multiplies the first term in the expansion of a bracket
EEDI-016,1050,B,Factorise a single bracket containing a linear expression by taking out a single numeric common factor (e.g. 6),Factorising into a Single Bracket,Factorise fully \( 18 a-12 \),\( 6(3 a-2) \),\( 18(a-6) \),1666,"When factorising into single brackets, factorises the first term correctly but subtracts the number outside the bracket with the second term in the expression to find the second term in the bracket",1,1 occurrence,483,"Thinks that the square root of an expression square roots each term in the expression, rather than square rooting the whole expression",341,Believes the second term in a 2 term quadratic equation is always a coefficient and the variable,2549,Believes only the first term needs to be divided when factorising an expression,1394,Identifies the first term rather than the next term in a sequence,1191,Believes that the sign changes when factorising an expression into single brackets,320,"When factorising into double brackets, finds the two values which sum to give the constant rather than the coefficient of x",1421,"When factorising into double brackets, finds the sum of two values which give the non variable term in the expression rather than the product",628,"When factorising, finds a factor that goes into only the first term of the expression",2567,Believes they only need to multiply the first pair of terms when expanding a double bracket.,1666,"When factorising into single brackets, factorises the first term correctly but subtracts the number outside the bracket with the second term in the expression to find the second term in the bracket",1871,"Thinks factorising a quadratic means factorising the variable terms into a single bracket, and leaving out the constant",547,Factorises difference of two squares with the same sign in both brackets,220,Only multiplies the first term in the expansion of a bracket,871,Does not include brackets when attempting to multiply an expression,1911,Only multiplies second term in the expansion of a bracket,2479,"When factorising into double brackets, believes the product of the constants in the brackets is of the opposite sign to the constant in the expanded equation.",1432,"When factorising into double brackets, believes the sum of the two values in the brackets equals bx rather than b",107,"When expanding brackets, multiplies out the first term correctly but adds together the number outside the bracket with the second term inside the bracket.",845,Believes they can find the nth term based on the first term only,2277,"When factorising into double brackets, finds the correct values for the non variable terms but swops the plus and minus sign",812,When dividing numbers with the same base correctly subtracts the powers but divides the base numbers.,1433,"When factorising into single brackets, only factors out the numerical values and forgets to factorise possible variables",1444,Does not understand that the negative outside the bracket means answer will be negative,661,Confuses an expression with a term,838,"When factorising a quadratic without a non variable term, tries to double bracket factorise"
EEDI-017,1054,B,Assign probabilities to single events using percentages,Probability of Single Events,"This four-sided spinner is fair.
What is the probability of spinning a \( 2 \) ?
Give your answer as a percentage ![A four sided spinner labelled with 1, 2, 3 and 4]()",\( 25 \% \),\( 40 \% \),1914,Converts fraction to percentage by multiplying the denominator by 10,1,1 occurrence,1955,Thinks that a percentage can be converted to a fraction using a denominator of 10 ,78,"When multiplying a fraction by an integer, multiplies the denominator instead of the numerator",1374,"When multiplying fractions, multiplies the denominator",1479,Thinks you multiply by the numerator and add the denominator when converting a mixed number to an improper fraction,2463,"When multiplying an integer by a fraction, believes the numerator of the fraction will become the denominator",1976,"When multiplying a fraction by an integer, multiplies both numerator and denominator by the integer",292,Converts fraction to percentage by putting % sign after the denominator,122,Thinks they can convert percentages to fractions by writing the percentage value as both the numerator and the denominator,1542,Believes that a fraction means dividing the denominator by the numerator,1914,Converts fraction to percentage by multiplying the denominator by 10,1008,"When dividing an integer by a fraction, thinks they multiply numerator and denominator by the integer",1341,Multiplies instead of divides by 100 when converting a percentage to a decimal,61,Multiplies by 10 instead of 100 when converting decimal to percentage,2429,Believes finding a fraction of an amount means multiplying by the denominator,2368,Converts a fraction to a percentage by placing a decimal point between the numerator and denominator,1786,Converts a fraction to a percentage by writing the numerator followed by the denominator,419,"When converting a fraction to a decimal, divides the denominator by the numerator",760,Converts a fraction to a decimal by using the denominator after the decimal point,2242,Converts a fraction to a decimal by placing the denominator after the decimal point,2308,Converts a fraction to a decimal by placing a decimal point between the numerator and denominator,2399,"when dividing a fraction by an integer, both multiplies the denominator and divides the denominator",1710,"When finding a percentage of an amount, assumes they divide the percentage by 10, but not the amount, before multiplying",1280,"When multiplying fractions, multiplies the numerator and adds the denominator",1822,Thinks they multiply the numerator and denominator together to convert a fraction to a percentage ,1270,Divides by 10 instead of 100 when converting a percentage to a decimal 
EEDI-018,1058,B,"Reflect an object or a point in a diagonal line with the line of reflection given as an equation, where the line of reflection lies on the edge or outside the object",Reflection,"A point, \( Q \), has coordinates \( (-3,3) \)
The point is reflected in the line \( y=-x \)
What are the new coordinates of point \( Q \) ?","\( (-3,3) \)","\( (-3,-3) \)",1541,Believes reflection in y = -x changes sign of y coordinate only,1,1 occurrence,2268,Thinks the x coordinate of a point on the y axis is 1,1662,Does not know the y intercept is where the x coordinate is 0,7,Believes gradient = change in y,1949,"Believes reflection in y=-x switches the signs of the coordinates, but not their numbers",1584,Believes if a point is reflected in the line y=b then the y coordinate of the point will become 'b',1654,Believes y=f(-x) is a reflection in y=-x,439,Believes gradient = change in y multiplied by change in x,2014,Believes if a point is reflected in the line x=a then the x coordinate of the point will become 'a',594,Believes y=-f(x) is a reflection in the y-axis,1848,Thinks the y coordinate of a point on the x axis is 1,1412,Believes y=f(-x) is a reflection in y=x,47,Believes y=-f(x) is a reflection in y=x,563,Counts the squares rather than the diagonals when reflecting in y=x or y=-x ,311,Believes gradient is the sum of y the coordinates divided by the sum of the x co-ordinates ,1475,Believes y=f(-x) is reflection in the x-axis,1108,"Believes  c, in y=mx+c, will be the y value of the coordinate given despite the x coordinate not being 0.",1704,Believes gradient = change in x/change in y,1099,Believes gradient at a point = y coordinate/x coordinate,2465,Believes reflection in y = -x changes sign of x coordinate only,1276,"Believes that the y intercept is (0, y) where y is any y coordinate on the line",1541,Believes reflection in y = -x changes sign of y coordinate only,1303,Believes y=-f(x) is a reflection in y=-x,101,Believes that reflection always switches the x and y coordinates,283,Believes reflection in y = -x switches x and y coordinates,876,Believes squaring a negative number just changes the sign
EEDI-019,1059,C,Round numbers greater than 1 to one significant figure,Rounding to Significant Figures,"\(
20.4593
\)

What is the first significant figure in the number above?",\( 2 \),\( 4 \),409,Identifies first decimal place value when asked for first significant figure,1,1 occurrence,409,Identifies first decimal place value when asked for first significant figure,2553,Gives the second significant figure when asked for the first,399,Confuses place value when rounding to estimate,2305,Ignores place value when adding a whole number and a decimal,380,Does not understand the first significant value is the first non-zero digit number,1359,Does not know how to round up when a decimal place value column contains a 9,794,Rounds up rather than to one significant figure,2136,"When finding the square root of a decimal, ignores place value",1317,Identifies wrong place value column after decimal point,1876,Counts leading zero as a significant figure,90,Does not understand place value after the decimal point,679,Gives a fraction when asked for a decimal,1394,Identifies the first term rather than the next term in a sequence,2390,"Believes rounding to 1 significant figure means rounding to the nearest integer, regardless of the value of the number",1165,Rounds to the nearest integer rather than one significant figure,1632,"Believes a decimal with one significant figure is a multiple of 10 when converted to a percentage, regardless of place value",663,Forgotten placeholders when rounding to significant figures,1460,Identifies second decimal place value when asked for the second significant figure,1591,"Rounds to the nearest hundredth, rather than one significant figure",2235,Gives the first significant figure when asked for the second,1441,"Thinks decimal place value works the same as integer place value, ones will follow tenths",1177,Identifies the biggest value for the range,739,Rounds to wrong degree of accuracy (decimal places rather than significant figures),1529,Rounds to the wrong degree of accuracy (significant figures rather than decimal places),1195,Gives the change in value when asked for the percentage change
EEDI-020,1061,C,Find the nth term rule for ascending quadratic sequences in the form x² + bx + c,Quadratic Sequences,"\(10,21,34,49,66, \ldots\)

When calculating the nth-term rule of this sequence, 
what should replace the triangle?

nth-term rule: \( n^{2} \)\( \color{red}\triangle \)  \(n\) \( \color{purple}\square \)",\( +8 \),"\[
+1
\]
(or just a + sign)",2139,"When finding the nth term rule for a quadratic sequence, believes that the coefficient of n is half the second difference",1,1 occurrence,2513,"When finding the nth term rule for a quadratic sequence, believes that the coefficient of n squared is determined by first differences",2058,Assumes there are only 2 terms in the nth term formula for a quadratic sequence,1821,"When finding the nth term rule for a quadratic sequence, believes that the coefficient of n squared is the second difference",2475,"When finding the nth term rule for a quadratic sequence, believes they only need to use the first term to calculate the coefficient of n ",849,Thinks the nth term is when the value of the term is n,1058,"Believes that in the nth term of a descending sequence, b is the difference between the term and the positive multiple of n",713,"When asked for a specific term in a sequence gives a different term, which is not the next",1569,Uses term-to-term rule as numerical part of nth term rule,1724,"When completing the square, believes that a is always half the x-coefficient. ",418,"Believes that when factorising a quadratic, they can choose any two numbers that add to give the coefficient of x",2016,Believes the nth term of a descending sequence will have a positive coefficient of n,2376,"When finding the nth term of a linear sequence, thinks the the first term is the coefficient in front of n.",978,"When completing the square, believes the constant in the bracket is the coefficient of x",341,Believes the second term in a 2 term quadratic equation is always a coefficient and the variable,162,Uses first term as numerical part of nth term rule,1625,Uses difference as index instead of coefficient in nth term rule,1213,"When finding the differences between terms in a sequence, believes they can do so from right to left ",2372,"Believes that when factorising a quadratic with a coefficient of x squared, the two constants in the brackets still add to give the coefficient of x",1636,Believes nth term rule can be given in words,2240,"When factorising a quadratic with a non-unit coefficient of x squared, believes that coefficient will be in front of both x terms in the factorised form",1115,Identifies the term-to-term rule rather than the next term in a sequence,2407,Believes an arithmetic sequence can have a common second difference rather than first difference,2139,"When finding the nth term rule for a quadratic sequence, believes that the coefficient of n is half the second difference",2142,"Does not know that to factorise a quadratic expression, to find two numbers that add to give the coefficient of the x term, and multiply to give the non variable term
",2068,"Does not know that to factorise a quadratic expression, to find two numbers that add to give the coefficient of the x term, and multiply to give the non variable term

"
